match_id,date,team1,team2,score1,score2,stage,stadium,city,group,attendance,obs
32,2006-06-19,Saudi Arabia,Ukraine,0,4,Group Stage,FIFA WM-Stadion Hamburg,Hamburg,H,50000,
33,2006-06-20,Ecuador,Germany,0,3,Group Stage,Olympiastadion,Berlin,A,72000,
34,2006-06-20,Costa Rica,Poland,1,2,Group Stage,AWD-Arena,Hannover,A,43000,
35,2006-06-20,Sweden,England,2,2,Group Stage,RheinEnergieStadion,Cologne,B,40000,
36,2006-06-20,Paraguay,Trinidad and Tobago,2,0,Group Stage,Fritz-Walter-Stadion,Kaiserslautern,B,46000,
37,2006-06-21,Netherlands,Argentina,0,0,Group Stage,Commerzbank-Arena,Frankfurt,C,48000,
38,2006-06-21,Ivory Coast,Serbia and Montenegro,3,2,Group Stage,Allianz Arena,Munich,C,66000,
39,2006-06-21,Portugal,Mexico,2,1,Group Stage,Gottlieb-Daimler-Stadion,Stuttgart,D,52000,
40,2006-06-21,Iran,Angola,1,1,Group Stage,Zentralstadion,Leipzig,D,43000,
41,2006-06-22,Czech Republic,Italy,0,2,Group Stage,FIFA WM-Stadion Hamburg,Hamburg,E,50000,
42,2006-06-22,Ghana,United States,2,1,Group Stage,Frankenstadion,Nuremberg,E,41000,
43,2006-06-22,Japan,Brazil,1,4,Group Stage,Signal Iduna Park,Dortmund,F,65000,
44,2006-06-22,Croatia,Australia,2,2,Group Stage,Gottlieb-Daimler-Stadion,Stuttgart,F,52000,
45,2006-06-23,Togo,France,0,2,Group Stage,RheinEnergieStadion,Cologne,G,40000,
46,2006-06-23,Switzerland,South Korea,2,0,Group Stage,AWD-Arena,Hannover,G,43000,
47,2006-06-23,Saudi Arabia,Spain,0,1,Group Stage,Fritz-Walter-Stadion,Kaiserslautern,H,46000,
48,2006-06-23,Ukraine,Tunisia,1,0,Group Stage,Olympiastadion,Berlin,H,72000,
49,2006-06-24,Germany,Sweden,2,0,Round of 16,Allianz Arena,Munich,R16,66000,
50,2006-06-24,Argentina,Mexico,2,1,Round of 16,Zentralstadion,Leipzig,R16,43000,
51,2006-06-25,England,Ecuador,1,0,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart,R16,52000,
52,2006-06-25,Portugal,Netherlands,1,0,Round of 16,Frankenstadion,Nuremberg,R16,41000,
53,2006-06-26,Italy,Australia,1,0,Round of 16,Fritz-Walter-Stadion,Kaiserslautern,R16,46000,
54,2006-06-26,Switzerland,Ukraine,0,0,Round of 16,RheinEnergieStadion,Cologne,R16,40000,PSO: Switzerland 0 Ukraine 3
55,2006-06-27,Brazil,Ghana,3,0,Round of 16,Signal Iduna Park,Dortmund,R16,65000,
56,2006-06-27,Spain,France,1,3,Round of 16,AWD-Arena,Hannover,R16,43000,
57,2006-06-30,Germany,Argentina,1,1,Quarter-final,Olympiastadion,Berlin,QF,72000,PSO: Germany 4 Argentina 2
58,2006-06-30,Italy,Ukraine,3,0,Quarter-final,FIFA WM-Stadion Hamburg,Hamburg,QF,50000,
59,2006-07-01,England,Portugal,0,0,Quarter-final,Veltins-Arena,Gelsenkirchen,QF,52000,PSO: England 1 Portugal 3
60,2006-07-01,Brazil,France,0,1,Quarter-final,Commerzbank-Arena,Frankfurt,QF,48000,
61,2006-07-04,Germany,Italy,0,2,Semi-final,Signal Iduna Park,Dortmund,SF,65000,
62,2006-07-05,Portugal,France,0,1,Semi-final,Allianz Arena,Munich,SF,66000,
63,2006-07-08,Germany,Portugal,3,1,Third Place Play-off,Gottlieb-Daimler-Stadion,Stuttgart,3rd,52000,
64,2006-07-09,Italy,France,1,1,Final,Olympiastadion,Berlin,Final,69000,PSO: Italy 5 France 3
