match_id,date,team1,team2,score1,score2,stage,stadium,city,group,attendance,obs
74,29-06-2026,Brazil,Japan,2,1,Round of 32,NRG Stadium,Houston,R32,68777,
75,29-06-2026,Germany,Paraguay,1,1,Round of 32,Gillette Stadium,Boston,R32,63945,PSO: Germany 3 Paraguay 4
76,29-06-2026,Netherlands,Morocco,1,1,Round of 32,Estadio BBVA,Monterrey,R32,51243,PSO: Netherlands 2 Morocco 3
77,30-06-2026,Ivory Coast,Norway,1,2,Round of 32,AT&T Stadium,Dallas,R32,69665,
78,30-06-2026,France,Sweden,3,0,Round of 32,MetLife Stadium,New Jersey,R32,80663,
79,30-06-2026,Mexico,Ecuador,2,0,Round of 32,Estadio Azteca,Ciudad de Mexico,R32,80824,
80,01-07-2026,England,DR Congo,2,1,Round of 32,Mercedes-Benz Stadium,Atlanta,R32,68239,
81,01-07-2026,Belgium,Senegal,3,2,Round of 32,Lumen Field,Seattle,R32,66925,After Extra Time
82,01-07-2026,United States,Bosnia and Herzegovina,2,0,Round of 32,Levi's Stadium,San Francisco,R32,68827,
83,02-07-2026,Spain,Austria,3,0,Round of 32,SoFi Stadium,Los Angeles,R32,70492,
84,02-07-2026,Portugal,Croatia,2,1,Round of 32,BMO Field,Toronto,R32,43036,
85,02-07-2026,Switzerland,Algeria,2,0,Round of 32,BC Place,Vancouver,R32,52497,
86,03-07-2026,Australia,Egypt,1,1,Round of 32,AT&T Stadium,Dallas,R32,70244,PSO: Australia 2 Egypt 4
87,03-07-2026,Argentina,Cape Verde,3,2,Round of 32,Hard Rock Stadium,Miami,R32,64478,After Extra Time
88,03-07-2026,Colombia,Ghana,1,0,Round of 32,Arrowhead Stadium,Kansas City,R32,69045,
89,04-07-2026,Canada,Morocco,0,3,Round of 16,NRG Stadium,Houston,R16,68777,
90,04-07-2026,Paraguay,France,0,1,Round of 16,Lincoln Financial Field,Philadelphia,R16,68324,
91,05-07-2026,Brazil,Norway,1,2,Round of 16,MetLife Stadium,New Jersey,R16,80663,
92,05-07-2026,Mexico,England,2,3,Round of 16,Estadio Azteca,Ciudad de Mexico,R16,80824,
93,06-07-2026,Portugal,Spain,0,1,Round of 16,AT&T Stadium,Dallas,R16,70649,
94,06-07-2026,United States,Belgium,1,4,Round of 16,Lumen Field,Seattle,R16,66925,
95,07-07-2026,Argentina,Egypt,3,2,Round of 16,Mercedes-Benz Stadium,Atlanta,R16,68239,
96,07-07-2026,Switzerland,Colombia,0,0,Round of 16,BC Place,Vancouver,R16,52497,PSO: Switzerland 4 Colombia 3
97,09-07-2026,France,Morocco,2,0,Quarter-final,Gillette Stadium,Boston,QF,63811,
98,10-07-2026,Spain,Belgium,2,1,Quarter-final,SoFi Stadium,Los Angeles,QF,70492,
99,11-07-2026,Norway,England,1,2,Quarter-final,Hard Rock Stadium,Miami,QF,64478,After Extra Time
100,11-07-2026,Argentina,Switzerland,3,1,Quarter-final,Arrowhead Stadium,Kansas City,QF,69045,After Extra Time
101,14-07-2026,France,Spain,0,2,Semi-final,AT&T Stadium,Dallas,SF,70176,
102,15-07-2026,England,Argentina,1,2,Semi-final,Mercedes-Benz Stadium,Atlanta,SF,68239,
103,18-07-2026,France,England,4,6,Third-place Play-off,Hard Rock Stadium,Miami,3rd,64478,
104,19-07-2026,Spain,Argentina,1,0,Final,MetLife Stadium,New Jersey,Final,80663,After Extra Time
