match_id,date,team1,team2,score1,score2,stage,stadium,city,group,attendance,obs
25,2010-06-19,Ghana,Australia,1,1,Group Stage,Royal Bafokeng Stadium,Rustenburg,D,38774,
26,2010-06-19,Cameroon,Denmark,1,2,Group Stage,Loftus Versfeld Stadium,Pretoria,E,38574,
27,2010-06-20,Slovakia,Paraguay,0,2,Group Stage,Free State Stadium,Bloemfontein,F,23413,
28,2010-06-20,Italy,New Zealand,1,1,Group Stage,Mbombela Stadium,Nelspruit,F,38981,
29,2010-06-20,Brazil,Ivory Coast,3,1,Group Stage,Soccer City,Johannesburg,G,84455,
30,2010-06-21,Portugal,North Korea,7,0,Group Stage,Green Point Stadium,Cape Town,G,63238,
31,2010-06-21,Chile,Switzerland,1,0,Group Stage,Nelson Mandela Bay Stadium,Port Elizabeth,H,37285,
32,2010-06-21,Spain,Honduras,2,0,Group Stage,Ellis Park Stadium,Johannesburg,H,54586,
33,2010-06-22,France,South Africa,1,2,Group Stage,Free State Stadium,Bloemfontein,A,39415,
34,2010-06-22,Mexico,Uruguay,0,1,Group Stage,Royal Bafokeng Stadium,Rustenburg,A,35417,
35,2010-06-22,Nigeria,South Korea,2,2,Group Stage,Moses Mabhida Stadium,Durban,B,61974,
36,2010-06-22,Greece,Argentina,0,2,Group Stage,Peter Mokaba Stadium,Polokwane,B,38491,
37,2010-06-23,Slovenia,England,0,1,Group Stage,Nelson Mandela Bay Stadium,Port Elizabeth,C,37343,
38,2010-06-23,United States,Algeria,1,0,Group Stage,Loftus Versfeld Stadium,Pretoria,C,35427,
39,2010-06-23,Australia,Serbia,2,1,Group Stage,Mbombela Stadium,Nelspruit,D,37215,
40,2010-06-23,Ghana,Germany,0,1,Group Stage,Soccer City,Johannesburg,D,83491,
41,2010-06-24,Paraguay,New Zealand,0,0,Group Stage,Peter Mokaba Stadium,Polokwane,F,30319,
42,2010-06-24,Slovakia,Italy,3,2,Group Stage,Ellis Park Stadium,Johannesburg,F,54498,
43,2010-06-24,Denmark,Japan,1,3,Group Stage,Royal Bafokeng Stadium,Rustenburg,E,34917,
44,2010-06-24,Cameroon,Netherlands,1,2,Group Stage,Green Point Stadium,Cape Town,E,63709,
45,2010-06-25,Portugal,Brazil,0,0,Group Stage,Moses Mabhida Stadium,Durban,G,62254,
46,2010-06-25,North Korea,Ivory Coast,0,3,Group Stage,Mbombela Stadium,Nelspruit,G,34963,
47,2010-06-25,Chile,Spain,1,2,Group Stage,Loftus Versfeld Stadium,Pretoria,H,41058,
48,2010-06-25,Switzerland,Honduras,0,0,Group Stage,Free State Stadium,Bloemfontein,H,33981,
49,2010-06-26,Uruguay,South Korea,2,1,Round of 16,Nelson Mandela Bay Stadium,Port Elizabeth,R16,30497,
50,2010-06-26,United States,Ghana,1,2,Round of 16,Royal Bafokeng Stadium,Rustenburg,R16,34976,
51,2010-06-27,Germany,England,4,1,Round of 16,Free State Stadium,Bloemfontein,R16,40416,
52,2010-06-27,Argentina,Mexico,3,1,Round of 16,Soccer City,Johannesburg,R16,84419,
53,2010-06-28,Netherlands,Slovakia,2,1,Round of 16,Moses Mabhida Stadium,Durban,R16,61892,
54,2010-06-28,Brazil,Chile,3,0,Round of 16,Ellis Park Stadium,Johannesburg,R16,54549,
55,2010-06-29,Paraguay,Japan,0,0,Round of 16,Loftus Versfeld Stadium,Pretoria,R16,36442,PSO: Paraguay 5 Japan 3
56,2010-06-29,Spain,Portugal,1,0,Round of 16,Cape Town Stadium,Cape Town,R16,62956,
57,2010-07-02,Netherlands,Brazil,2,1,Quarter-final,Nelson Mandela Bay Stadium,Port Elizabeth,QF,40186,
58,2010-07-02,Uruguay,Ghana,1,1,Quarter-final,Soccer City,Johannesburg,QF,84484,PSO: Uruguay 4 Ghana 2
59,2010-07-03,Argentina,Germany,0,4,Quarter-final,Cape Town Stadium,Cape Town,QF,64100,
60,2010-07-03,Paraguay,Spain,0,1,Quarter-final,Ellis Park Stadium,Johannesburg,QF,55089,
61,2010-07-06,Uruguay,Netherlands,2,3,Semi-final,Green Point Stadium,Cape Town,SF,62279,
62,2010-07-07,Germany,Spain,0,1,Semi-final,Moses Mabhida Stadium,Durban,SF,60660,
63,2010-07-10,Uruguay,Germany,2,3,Third Place Play-off,Nelson Mandela Bay Stadium,Port Elizabeth,3rd,36354,
64,2010-07-11,Netherlands,Spain,0,1,Final,Soccer City,Johannesburg,Final,84490,
