match_id,date,team1,team2,score1,score2,stage,stadium,city,group,attendance,obs
21,16-06-1990,England,Netherlands,0,0,Group Stage,Stadio Sant'Elia,Cagliari,F,35267,
22,17-06-1990,Republic of Ireland,Egypt,0,0,Group Stage,Stadio La Favorita,Palermo,F,33288,
23,17-06-1990,Belgium,Uruguay,3,1,Group Stage,Stadio Marcantonio Bentegodi,Verona,E,33759,
24,17-06-1990,South Korea,Spain,1,3,Group Stage,Stadio Friuli,Udine,E,32733,
25,18-06-1990,Argentina,Romania,1,1,Group Stage,Stadio San Paoli,Napoli,B,52733,
26,18-06-1990,Cameroon,Soviet Union,0,4,Group Stage,Stadio San Nicola,Bari,B,37307,
27,19-06-1990,Italy,Czescholovakia,2,0,Group Stage,Stadio Olimpico,Roma,A,73303,
28,19-06-1990,Austria,USA,2,1,Group Stage,Stadio Artemio Franchi,Firenze,A,34857,
29,19-06-1990,West Germany,Colombia,1,1,Group Stage,Stadio Giuseppe Meazza,Milano,D,72510,
30,19-06-1990,Yugoslavia,United Arab Emirates,4,1,Group Stage,Stadio Renato Dall'Ara,Bologna,D,27833,
31,20-06-1990,Brazil,Scotland,1,0,Group Stage,Stadio delle Alpi,Turin,C,62502,
32,20-06-1990,Sweden,Costa Rica,1,2,Group Stage,Stadio Luigi Ferraris,Genova,C,30223,
33,21-06-1990,Belgium,Spain,1,2,Group Stage,Stadio Marcantonio Bentegodi,Verona,E,35950,
34,21-06-1990,South Korea,Uruguay,0,1,Group Stage,Stadio Friuli,Udine,E,29039,
35,21-06-1990,England,Egypt,1,0,Group Stage,Stadio Sant'Elia,Cagliari,F,34959,
36,21-06-1990,Republic of Ireland,Netherlands,1,1,Group Stage,Stadio La Favorita,Palermo,F,33288,
37,23-06-1990,Cameroon,Colombia,2,1,Round of 16,Stadio San Paoli,Napoli,R16,50026,
38,23-06-1990,Czescholovakia,Costa Rica,4,1,Round of 16,Stadio San Nicola,Bari,R16,47673,
39,24-06-1990,Brazil,Argentina,0,1,Round of 16,Stadio delle Alpi,Turin,R16,61381,
40,24-06-1990,West Germany,Netherlands,2,1,Round of 16,Stadio Giuseppe Meazza,Milano,R16,74559,
41,25-06-1990,Republic of Ireland,Romania,0,0,Round of 16,Stadio Luigi Ferraris,Genova,R16,31818,PSO: Republic of Ireland 5 Romania 4
42,25-06-1990,Italy,Uruguay,2,0,Round of 16,Stadio Olimpico,Roma,R16,73303,
43,26-06-1990,Spain,Yugoslavia,1,2,Round of 16,Stadio Marcantonio Bentegodi,Verona,R16,35500,
44,26-06-1990,England,Belgium,1,0,Round of 16,Stadio Renato Dall'Ara,Bologna,R16,34520,
45,30-06-1990,Yugoslavia,Argentina,0,0,Quarter-final,Stadio Artemio Franchi,Firenze,QF,38971,PSO: Yugoslavia 2 Argentina 3
46,30-06-1990,Italy,Republic of Ireland,1,0,Quarter-final,Stadio Olimpico,Roma,QF,73303,
47,01-07-1990,West Germany,Czescholovakia,1,0,Quarter-final,Stadio Giuseppe Meazza,Milano,QF,73347,
48,01-07-1990,England,Cameroon,3,2,Quarter-final,Stadio San Paoli,Napoli,QF,55205,
49,03-07-1990,Italy,Argentina,1,1,Semi-final,Stadio San Paoli,Napoli,SF,59978,PSO: Italy 3 Argentina 4
50,04-07-1990,West Germany,England,1,1,Semi-final,Stadio delle Alpi,Turin,SF,62628,PSO: West Germany 4 England 3
51,07-07-1990,Italy,England,2,1,Third Place Play-off,Stadio San Nicola,Bari,3rd,51426,
52,08-07-1990,West Germany,Argentina,1,0,Final,Stadio Olimpico,Roma,Final,73603,
